text,likes,author,date,compound_score,category
2:32:16,0,@Lucky-7677,2025-09-26T10:53:13Z,0.0,Neutral
i am watching this video is 1:01:05 min,1,@Dailyvideo8866,2025-11-05T11:53:05Z,0.0,Neutral
25 october anyone😂😅,0,@DancerSovana,2025-10-26T05:32:46Z,0.0,Neutral
1:22:55 chapter 1 ends here @ 11-10-2025,0,@saqlain0902,2025-10-11T11:11:10Z,0.0,Neutral
"I have a quick question, after completing this session of 10 hours video, which exam am i able to give (PCEP OR PCAP) ? Any comments on my question.",0,@TheYadulla,2025-12-22T17:38:42Z,0.0,Neutral
maharastra me marathi sahi hai,0,@YOGANAND2507,2025-11-24T13:26:55Z,0.0,Neutral
Anyone in 1jan 2026,1,@DiveshkumarDiveshkumar-rw1sd,2026-01-01T16:11:03Z,0.0,Neutral
😂😂,0,@a.adriti-e2n,2025-08-19T15:27:31Z,0.0,Neutral
4:19:50 day 5th 🎉🎉,0,@reelsvideos5687,2025-08-21T16:03:19Z,0.0,Neutral
Anyone watching in September 2025😅,0,@rahul____bansal,2025-09-02T06:17:46Z,0.0,Neutral
"Starting on 12th September at 2 pm
Let's see kb tk tikk paati huu 😊",0,@Sakshi__choubey17,2025-09-12T08:28:07Z,0.0,Neutral
Plane going ✈️🤧 1:32:32,0,@th81mortal,2025-08-26T13:45:00Z,0.0,Neutral
"Day1=2:32:16
Day2 =3:27:12 2nd chapter end
Day 3 1st session=5:02:55 loops started
           2nd session=6:04:26 loops ended and so today's day also
Day 4 1st session=6:45:52
           2nd session=7:22:36
           3rd  session=8:00:00",1,@synchrome_xs,2025-12-18T15:54:05Z,0.0,Neutral
October 2025 🎉,0,@JDMarketingagency-y4r,2025-10-16T13:48:26Z,0.0,Neutral
8:35:01 static method not clear😮,0,@sarveshverma2276,2025-09-15T20:00:56Z,0.0,Neutral
VIDYADHAR  -> GANGADHAR,0,@sarthakchaudhari1115,2025-11-15T05:54:00Z,0.0,Neutral
Anyone here watching from Oct 2025 😂,0,@SALONIRAMAVAT-r6t,2025-10-05T11:37:31Z,0.0,Neutral
Day 1 on 12 Dec = @1:42:00💪,0,@adity.a_pandey,2025-12-11T19:04:57Z,0.0,Neutral
2:52:26 String Functions,1,@aanya4818,2025-12-31T20:29:17Z,0.0,Neutral
❤❤❤❤❤❤❤,0,@kirtimishra8804,2025-12-25T15:22:53Z,0.0,Neutral
2:20,0,@arpitpal2389,2025-08-23T06:14:19Z,0.0,Neutral
2:25  day 1 Data type,0,@maanmusicshayari143,2025-10-29T09:26:48Z,0.0,Neutral
"H.W =>

x = int(input(""Enter a number:""))

def even_odd(x) :
    If x%2 == 0 :
        print(x,""is even."")
    Else :
        print(x,""is odd."")

even_odd(x)

print(""Thankyou ma'am ❤🎉."")",0,@BEN-10-FF,2025-12-22T18:36:51Z,0.0,Neutral
Anyone person see this lecture on 6 Jan 2026.,0,@SurajVarma158,2026-01-06T13:18:59Z,0.0,Neutral
I am 13 years old,1,@Deepak_01111,2026-01-05T13:21:09Z,0.0,Neutral
"24 october 2k25
Interested My boyfriend , that's why I'm here 🎉❤",1,@MouBiswas277,2025-10-23T18:51:07Z,0.4019,Positive
8:26,0,@virajparmar9206,2025-10-09T13:04:17Z,0.0,Neutral
#ApnaCollegeOfficial string & string can= operate with.. tung tung baaje😵‍💫🕺😆😆.. kya yaar screen par tum number likhoge kaha humko samajh aayega video khatam hone ke bahad 😂,0,@Goglu76-narayan,2025-11-23T16:01:17Z,0.0772,Positive
Ye kya 12 class ke students ke liye hai 😢😢😢😢😢,0,@Neelkanth-c1j,2025-11-01T08:28:43Z,0.0,Neutral
"1,false 2, false ,3 true ,4 false ,5 true",0,@puneetbhardwaj9011,2025-11-04T07:54:01Z,0.6808,Positive
2025 november mai kon dekh rha hai 😂,1,@OmkarYadav-n3b,2025-10-05T07:15:10Z,0.0,Neutral
🙄🙄😒,1,@shankar9-w8t,2025-09-07T05:09:50Z,0.0,Neutral
Anyone watching from 2026🎉,0,@amanraj93064,2025-09-03T13:10:01Z,0.0,Neutral
2 November 2025,0,@FaizanQuraishi-t5t,2025-11-02T13:21:57Z,0.0,Neutral
"Day1 ~ 42:04
Day2 ~ 2:00:00
Day3 ~ 2:40:00",0,@RanitGhosh-g3z,2025-12-26T16:56:01Z,0.0,Neutral
Any one October 11 2025😂😂😂😂,0,@Rocky-d7i1n,2025-10-11T12:09:17Z,0.0,Neutral
September 2025,0,@Karan007__,2025-09-15T02:03:51Z,0.0,Neutral
"Those who are looking for operators, it's starts from 1:57:28",0,@RahulGhadage-t8x,2026-01-15T07:22:26Z,0.0,Neutral
Kis kis ko ad preshan kar rahi thi,0,@MdArmanAnsari-m9c,2025-12-07T12:24:33Z,0.0,Neutral
"11:06  machine understands 1/0. Translator helps to translate high level python language into simple machine language
11:47  gon van Rossum
2:32:42 strings, concatenation hello +world, helloworld
2:32:42 escape sequence characters, /n backslash n, helps in formatting in python
2:32:42 function
2:32:42 len calculates length of string
2:41:28 indexing, starts with zero
2:46:20 Slicing, returns the middle part like slicing a fruit,
String first index: string last index
2:49:46  last index can be -1
2:53:59 tip: pressure enter to use the function python is suggested
2:54:30 functions in string
Capitalise function helps to capitalise the first print option in string
2:57:49 str.find is used to find the no. of letters in the string
2:57:59 on finding a word the first index of the word will be displayed
2:58:08  if we search for a word which is not present, -1is displayed
Because index always starts from 0 n increses positively
2:59:11 str.count, counts the no. of words or letters in the string
3:00:44 Q1

3:02:25 conditional statement
3:32:11 len of list

3:34:11  can change the name of a person in a list
3:36:24 sublist substring
3:37:47 negative index in list
3:49:09 functions of python
4:05:21 Qs
4:08:50  dictionary",2,@SrijitaGhosh-2005,2025-10-13T05:43:39Z,0.6249,Positive
Expression Execution: 50:50,0,@Gourav-u3t,2025-12-26T09:12:29Z,0.0,Neutral
Kal exam hai😂,0,@AarushKumar-x4r,2025-11-21T13:28:54Z,0.0,Neutral
Anyone from september 2025?? 🫣🫣🫣🫣🫣🫣🫣,0,@Jaisriram2344,2025-09-05T15:48:22Z,0.0,Neutral
Class 11 anyone,0,@arushstudy-Jee2027,2025-10-08T00:34:10Z,0.0,Neutral
35:40,0,@elinachodhury4946,2025-09-23T13:33:09Z,0.0,Neutral
33 min,0,@shabhyanshusingh,2025-09-02T16:40:26Z,0.0,Neutral
15 oct 2025?,1,@saniaahmed1,2025-10-15T12:19:36Z,0.0,Neutral
Class 9 students 😄,1,@parisinha2540,2025-11-05T11:40:22Z,0.0,Neutral
"Sorry Ma'am don't mind one mistake [ 9:37:39]. Hmare pass ( real  ""j"" & Img ""i"") hote hai .",0,@Codewithzia02,2025-12-27T06:27:46Z,0.1867,Positive
58:07,0,@game_with_rk,2025-08-22T13:21:44Z,0.0,Neutral
47:15  ye Mera degree hai,0,@PunamKohli-s9u,2025-10-29T14:13:37Z,0.0,Neutral
day1: 1:14:17,0,@lakshitsachdeva4741,2025-09-06T18:44:31Z,0.0,Neutral
1:25,0,@arpitpal2389,2025-08-20T18:56:32Z,0.0,Neutral
Day 1 3:0:0,0,@premchaudhary5657,2025-09-04T11:50:17Z,0.0,Neutral
Day 1 :@1:40:00,2,@ather_K9,2025-11-22T08:04:36Z,0.0,Neutral
Anyone 26 oct 2025,0,@Universe507,2025-10-26T10:33:48Z,0.0,Neutral
Anyone here in October 2025,0,@AnsirDogar-tg6gl,2025-10-01T04:52:56Z,0.0,Neutral
2026 gay attendance plz😂😅,1,@PrajwalpPattanashetty,2026-01-05T16:39:23Z,0.0,Neutral
"DAY 1: 3:27:13
DAY 3: 5:01:26",1,@AbhijeetCreatessaks,2025-11-24T02:47:47Z,0.0,Neutral
Any class 9th student here?,0,@Grobertjook,2025-10-16T08:12:20Z,0.0,Neutral
45:28,0,@Kuldeep-b9l4o,2025-09-20T07:11:01Z,0.0,Neutral
December 2025,0,@ChandanToika5,2025-12-08T07:16:34Z,0.0,Neutral
59:20,0,@VishvrajsinhSindhav,2025-09-12T19:29:12Z,0.0,Neutral
4:34:02,0,@AbhiShek-l2n3k,2025-11-27T15:11:36Z,0.0,Neutral
L1 = 59 minutes,0,@SyrinxEditZ,2025-10-19T04:33:08Z,0.0,Neutral
16:58,0,@Jyotidubey4566,2025-09-06T02:54:23Z,0.0,Neutral
"Day 1 : @ 1:04:46
Day 2 : @ 1:55:46",0,@AB__shorts_18,2025-12-01T16:56:59Z,0.0,Neutral
Anyone Today 😅,0,@SurajThapa-3,2025-10-02T18:03:51Z,0.0,Neutral
27 sept 2025 at 6:46,0,@AwaisIshaq-w1u,2025-09-27T13:46:20Z,0.0,Neutral
Leaning from Pakistan 👇🏻,0,@TariqTariqz-k9q,2025-11-20T16:13:34Z,0.0,Neutral
"Legends come on 😊
2026",0,@mindcraftstudies,2026-01-05T18:35:48Z,0.0,Neutral
1:42,0,@Rockster-l6j,2025-10-24T21:40:49Z,0.0,Neutral
18 October 2025 anyone here 😅😅😂😂,0,@my_amazingfact,2025-10-19T10:08:20Z,0.0,Neutral
11:25,0,@UmerSultan-i9m,2025-10-10T07:45:04Z,0.0,Neutral
"Day 1-1:18:44
day2--3:23:27
Day 3-3:27:46
Day 4-4:49:11
Day5-6:36:41
Day6-7:26:10
Day7-10:24:51

😊 Completed🎉",0,@Akhil4523ssgk-lh2ov,2025-08-19T15:05:18Z,0.0,Neutral
14 oct 2025,0,@ab1cd2-m6l,2025-10-15T05:26:24Z,0.0,Neutral
your price 25.99,0,@SkillsPerHour,2025-11-19T13:09:54Z,0.0,Neutral
Padh lo na ki kon kaab aya ha,0,@subhodeepsur4555,2025-10-29T17:12:29Z,0.34,Positive
2025-2026  Students 😂,0,@studydnr,2025-11-29T04:54:55Z,0.0,Neutral
1:08:00   Input,0,@AlamVox,2025-11-07T07:01:55Z,0.0,Neutral
7:59,1,@sunnyulhaquenahid2823,2025-12-20T12:33:19Z,0.0,Neutral
44:33,0,@sabeenanafsal7539,2025-09-30T09:49:01Z,0.0,Neutral
11.44,0,@AvdhutGatkal,2025-10-27T11:28:12Z,0.0,Neutral
Anyone 2026 jan 🎉,0,@SmartElectricianoxz,2026-01-06T12:38:35Z,0.0,Neutral
Sep 2025😊,0,@mrmayur....0019,2025-09-03T15:30:49Z,0.0,Neutral
"DAY 1 - 1:02:15
DAY 2 - 4:03:24
DAY 3 - 5:01:22
DAY 4 - 6:00:00
DAY 5  - 7:01:15",0,@CHINMAYAKRISHNAB-y3w,2026-01-08T07:17:13Z,0.0,Neutral
41:33,0,@GUPTAPREETICHOTELALAuto,2025-09-28T10:07:30Z,0.0,Neutral
🤔🤔🤔,0,@BilalKhan-p5e3r,2025-12-23T16:27:23Z,0.0,Neutral
"Day:1 @1:23:09
Day:2 @ 6:04:31",1,@KartikSharma-nw6fs,2025-10-19T18:06:29Z,0.0,Neutral
1:23,0,@Rockster-l6j,2025-10-24T14:33:51Z,0.0,Neutral
59:20,0,@VelAlex571,2025-10-07T15:22:45Z,0.0,Neutral
Python,0,@AmarKaur-t3y,2025-11-26T12:08:17Z,0.0,Neutral
23 october 2025 anyone,0,@ANKITBUNDELA-i8h,2025-10-23T17:39:56Z,0.0,Neutral
Laptop nhi hai lekin pura video dekh liya bar bar 😮😢,1,@Bhargav-n8ci,2025-12-19T15:21:03Z,0.0,Neutral
9:59:07 to last Mini project,0,@anshpathak4691,2025-12-17T07:53:34Z,0.0,Neutral
33:44 day one completed,0,@YuvrajAwasthi-x2w2c,2025-10-26T06:28:44Z,0.0,Neutral
Who is in engineering 😂,1,@PiyushPrajapati-j9e,2025-12-10T14:55:28Z,0.0,Neutral
Explain English please,0,@pavaniyaramala9228,2025-11-01T14:40:52Z,0.3182,Positive
dede jawab to to dy do,0,@asadhameed-d9r,2025-11-13T14:23:08Z,0.0,Neutral
1 : 35 :05,0,@MohammedAnas-b4k,2025-09-10T14:35:44Z,0.0,Neutral
1:23 me,1,@Karan007__,2025-09-14T13:09:58Z,0.0,Neutral
35:00,0,@vrinda123-b8k,2025-10-17T06:58:24Z,0.0,Neutral
42:34  DAY 1,0,@RUDRAZ_06,2026-01-16T12:30:27Z,0.0,Neutral
,0,@Shekhawath01,2025-12-03T16:21:32Z,0.0,Neutral
1:0,0,@virajparmar9206,2025-10-09T13:03:49Z,0.0,Neutral
BSC IT WALE LIKE KARE,0,@XTRMIND,2025-10-30T11:05:59Z,0.3612,Positive
59:06,0,@aditikumari2955,2025-08-20T06:10:59Z,0.0,Neutral
Ganja bhukhe Banaya kya Itna Bada video 😂,0,@RajaBagul-z2g4e,2025-11-05T06:23:09Z,0.0,Neutral
Aaj kon kon dekh rha hai ❔🤌😁,1,@rajput_akhil_xyz,2025-12-19T07:40:03Z,0.0,Neutral
23 october 2025...😂,1,@pathakjii119,2025-10-23T05:59:02Z,0.0,Neutral
2:32:16 3:27:14 4:08:07,0,@princegupta-in,2025-11-02T15:23:54Z,0.0,Neutral
Class 11 attendance here,0,@kidzoo_2.0,2025-12-24T13:41:13Z,0.0,Neutral
4:08:06,0,@vikashkumar-qw5li,2025-08-23T10:23:24Z,0.0,Neutral
1:16:05 Day 1 ☺,0,@RudrakshBahuguna26,2026-01-13T14:31:52Z,0.0,Neutral
13:54,1,@anshulchouhan6463,2025-12-25T07:08:32Z,0.0,Neutral
27:15,0,@Shubham-dv5qd,2025-10-27T03:35:39Z,0.0,Neutral
38:00,0,@urbanshorts1855,2025-10-27T06:07:38Z,0.0,Neutral
Nhi,0,@mithleshkumar2158-p9s,2025-12-24T03:45:59Z,0.0,Neutral
9:00:47  completed in 3 days,1,@JFN-m5f,2025-11-29T08:19:07Z,0.0,Neutral
Any one in 24 December 2025,0,@MahnoorGondal-w7t,2025-12-24T12:26:19Z,0.0,Neutral
Day one completed  33:46,0,@YuvrajAwasthi-x2w2c,2025-10-26T06:29:39Z,0.0,Neutral
Hii what is your age😅,0,@Moon-qt7,2025-11-10T14:45:44Z,0.0,Neutral
1:14:13 1:14:15,0,@JhaPriyanshu,2025-09-16T11:47:13Z,0.0,Neutral
Done till 1:23:21,0,@NikhilTiwari-j9i,2025-09-07T04:48:28Z,0.0,Neutral
5:27:19,0,@Rehan-td7pg,2025-08-31T11:25:42Z,0.0,Neutral
anyone from 2027,1,@AhmadHassan-nh8ru,2025-12-14T17:17:35Z,0.0,Neutral
7:03:00 doubt,0,@dikshajain2007,2025-10-09T08:20:31Z,-0.3612,Negative
4:08:03,0,@vikashkumar-qw5li,2025-08-17T16:03:22Z,0.0,Neutral
Anyone here from January 2026😅,0,@motivationbykritikesarwani7934,2025-11-30T08:38:40Z,0.0,Neutral
15:10,0,@Shubham-dv5qd,2025-10-27T03:22:48Z,0.0,Neutral
1:00:00 day 1,0,@empyrean_zone_lite,2025-08-25T07:48:09Z,0.0,Neutral
5:01:19 tak ho gaya 2 din ma,0,@JFN-m5f,2025-11-28T08:23:26Z,0.0,Neutral
2:11:11,0,@i_pearl1528,2025-09-14T05:48:39Z,0.0,Neutral
my time is 59.50,0,@Dailyvideo8866,2025-11-19T01:59:26Z,0.0,Neutral
27 oct > 😂,0,@poonamsingh-fd9cv,2025-10-27T14:51:04Z,0.0,Neutral
31 dec 2025,0,@chandarpalsingh-r6n,2025-12-31T16:04:43Z,0.0,Neutral
biology student with zero knowlede of this courss can able to learn thiss?,1,@anshikarai899,2025-09-06T13:55:30Z,0.0,Neutral
1:35:00,0,@VishvrajsinhSindhav,2025-09-13T18:32:37Z,0.0,Neutral
1:04:50 day 1,0,@Name-g9s1c,2025-10-19T09:19:01Z,0.0,Neutral
"Practice Questions:

@ 111111",0,@saqlain0902,2025-10-11T11:42:07Z,0.0,Neutral
-5%-1 = -1 not 1,0,@akashbestcode,2025-11-03T09:02:57Z,0.0,Neutral
1:23:20🎉🎉🎉,0,@starlife75-s3u,2025-08-26T20:04:41Z,0.0,Neutral
Anyone in 2020 5:20:55,0,@upsc_creation_9435,2025-09-11T16:18:05Z,0.0,Neutral
1:25:21,0,@amitvikas-xc3hk,2025-08-26T14:35:00Z,0.0,Neutral
2:19:00 User input,0,@aanya4818,2025-12-28T12:48:51Z,0.0,Neutral
6:43:41,0,@Knowledgeable1346,2025-09-05T12:26:12Z,0.0,Neutral
5:33:30,0,@vikashkumar-qw5li,2025-08-28T12:07:18Z,0.0,Neutral
1:5:00,0,@shabhyanshusingh,2025-09-03T16:50:22Z,0.0,Neutral
6:04:38,0,@pookie-s8z,2025-09-06T16:30:12Z,0.0,Neutral
Please explain this in bengali 😔,0,@trishasinhamahapatra4183,2026-01-04T04:59:18Z,0.3182,Positive
1:08:50,0,@pookie-s8z,2025-09-04T16:24:34Z,0.0,Neutral
day 1: 53:07,0,@abid8923,2025-08-22T12:01:56Z,0.0,Neutral
8:17:44,0,@pookie-s8z,2025-09-07T09:30:04Z,0.0,Neutral
2D,0,@Omarlala-h5z9y,2025-12-31T10:36:14Z,0.0,Neutral
5:20:00,0,@Vinitsingh45,2025-09-12T09:56:03Z,0.0,Neutral
14 october 2025 anyone 😂,2,@SMARTGAMINGYT63,2025-10-14T06:56:52Z,0.0,Neutral
2:18:24,0,@MelodyMatrix-h9d,2025-09-20T16:50:34Z,0.0,Neutral
59.50min,0,@Dailyvideo8866,2025-11-19T02:00:07Z,0.0,Neutral
Anyone here 1/1/2026😅,0,@MagicMart-d8f,2026-01-01T14:37:32Z,0.0,Neutral
3:02:1,0,@pookie-s8z,2025-09-05T16:32:17Z,0.0,Neutral
32:50,0,@SoverDreams,2025-11-24T11:08:40Z,0.0,Neutral
2:13:44,0,@Omprakash-kl4ko,2025-09-12T03:07:49Z,0.0,Neutral
"One mistake 🤔
-Expression execution 
-Remainder is negative when denominator is negative.
A, B= -5, -2
C=A%B
Print(C)
Output= -1 

But  mam says that:  - or - will give +  (modulo)",0,@umar01Farooq,2025-12-29T15:09:08Z,-0.6597,Negative
2:29:52,0,@amitvikas-xc3hk,2025-09-03T18:45:19Z,0.0,Neutral
4:08:24,0,@durgameena1523,2025-09-27T20:35:16Z,0.0,Neutral
anyone wo watching in 2026 also,0,@MukkeraAbhishekB24EE104,2026-01-12T10:21:07Z,0.0,Neutral
26:00,0,@sightergaming4490,2025-11-04T17:58:56Z,0.0,Neutral
8:21:00,0,@puneetchaudhary4162,2025-09-12T17:23:43Z,0.0,Neutral
1:20:49   Mam ne logical operator to padaya  hi nahi❓,0,@Knowledgeable1346,2025-08-22T19:51:47Z,0.0,Neutral
30:00,0,@AshishKumarE-ww1zi,2025-10-31T15:40:08Z,0.0,Neutral
Kaun-kaun yah video 10th class mein dekh raha hai 😈😈👿👿👿👿👿👽👽💀☠️,0,@ShubhamLonari-9696,2026-01-13T04:00:25Z,0.0,Neutral
7:05:00,0,@pookie-s8z,2025-09-07T07:42:37Z,0.0,Neutral
day 2 - 03:27:13 - Lists and Tuples,0,@shalinikumari6050,2025-10-24T05:45:29Z,0.0,Neutral
Can you help me with the Python installation? It is not working in the Visual Code,1,@Triple109,2026-01-11T09:03:23Z,0.4019,Positive
"Class 7 students 
👇",1,@Ducky_ae,2025-08-25T08:53:54Z,0.0,Neutral
1:48:21,0,@soham4856,2025-09-29T18:37:39Z,0.0,Neutral
1:25:48,0,@vandanaverma9132,2025-09-24T16:02:47Z,0.0,Neutral
😂😂😂😂,0,@Ansh_prajapati02,2025-12-04T06:08:44Z,0.0,Neutral
1:09:00,0,@amitjha1788,2025-08-20T03:11:41Z,0.0,Neutral
Today I'm starting,1,@R_oar,2026-01-03T14:54:29Z,0.0,Neutral
"8:11:45 mein ap khud Samaj rahe ho, lekin kya samja rahe ho aphi jante ho",1,@knowledge-dw6px,2025-08-21T16:17:24Z,0.0,Neutral
T 2:32:18,0,@ritesharya7317,2025-08-26T17:28:14Z,0.0,Neutral
"Didi mera laptop print(""Hello World"") dalne pe error dikhta h (syntax error)",0,@soulution2662,2025-09-03T16:08:28Z,-0.4019,Negative
Who is watching 27 OCT 2025😅,0,@Soulbound_Nature_2026,2025-10-27T03:21:08Z,0.0,Neutral
2026😍,0,@scalp_mastermind,2025-11-23T09:16:22Z,0.0,Neutral
5:01:26,0,@Lucky-7677,2025-09-28T12:55:36Z,0.0,Neutral
3:27:02,0,@sonukumar-vr4xr,2025-09-28T18:22:34Z,0.0,Neutral
2:41:59,0,@Nonotoonz,2025-09-16T09:49:31Z,0.0,Neutral
40:00,0,@ashishkumar5570,2025-11-17T21:01:29Z,0.0,Neutral
36:57,0,@rahulkmr8907,2025-11-12T17:56:19Z,0.0,Neutral
1:00:00,0,@vrinda123-b8k,2025-10-18T13:38:20Z,0.0,Neutral
1:42:14  dought,0,@AliAsger-y8t,2025-12-10T14:07:55Z,0.0,Neutral
4:00:43,0,@SatyamPawar-p1m,2025-10-13T18:38:03Z,0.0,Neutral
2:52:35,0,@durgameena1523,2025-09-27T15:00:45Z,0.0,Neutral
2:30:17,0,@SaurabhJadhav729,2025-10-03T10:29:37Z,0.0,Neutral
3:02:22,0,@pookie-s8z,2025-09-05T16:32:44Z,0.0,Neutral
"5:00:13
DICT PROBLEM",0,@Smitanjali_Panda,2025-12-16T10:56:20Z,-0.5319,Negative
Day 1- 1:10:40,0,@realCauz,2025-10-27T06:22:47Z,0.0,Neutral
3:20:10,0,@soham4856,2025-09-30T18:14:27Z,0.0,Neutral
Who are  school boy 😅,0,@python_beginner96,2026-01-05T15:56:17Z,0.0,Neutral
1:18:56 yeh kya eeeee 😮😮😮,0,@therevolutionist20991,2026-01-03T10:01:15Z,0.0,Neutral
🤦,0,@cartoon95,2025-10-10T16:04:03Z,0.0,Neutral
53:08,0,@IceBearHatesYou,2025-11-20T10:37:43Z,0.0,Neutral
3:07:27,0,@amitvikas-xc3hk,2025-10-02T17:46:15Z,0.0,Neutral
30:30,0,@RudraPratap-t1q,2025-11-04T08:39:47Z,0.0,Neutral
3:01:57,0,@Omprakash-kl4ko,2025-09-14T08:16:05Z,0.0,Neutral
